City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
370,Umri,26.51,78.94,94.03,13,0,7.76,IN,1603262748
371,Krasnosel'kup,65.7,82.47,28.42,98,100,10.31,RU,1603262748
372,São João da Barra,-21.64,-41.05,70.74,90,1,2.06,BR,1603262749
373,Anadyr,64.75,177.48,41.0,82,76,17.9,RU,1603262749
374,Cidreira,-30.18,-50.21,66.85,94,44,13.91,BR,1603262749
375,Ikongo,-21.88,47.43,80.69,49,13,4.63,MG,1603262749
376,Yamethin,20.43,96.15,84.79,68,84,2.77,MM,1603262749
377,Windhoek,-22.56,17.08,73.99,19,0,8.05,NA,1603262695
378,Keminmaa,65.86,24.82,19.4,100,75,2.24,FI,1603262750
379,Luau,-10.71,22.22,75.65,65,59,5.75,AO,1603262750
380,Griffith,41.53,-87.42,54.0,93,90,9.17,US,1603262750
381,Saldanha,-33.01,17.94,53.6,76,0,5.82,ZA,1603262750
382,Anloga,5.79,0.9,77.0,94,20,5.82,GH,1603262750
383,Whitehorse,60.72,-135.05,19.4,62,90,10.29,CA,1603262751
384,Pombia,45.65,8.63,51.01,93,75,3.36,IT,1603262751
385,Presidencia Roque Sáenz Peña,-26.79,-60.44,72.01,91,0,8.7,AR,1603262751
386,Aktau,43.65,51.2,55.4,82,75,13.42,KZ,1603262751
387,Turukhansk,65.82,87.98,24.51,98,100,13.67,RU,1603262751
388,Lebanon,36.21,-86.29,57.2,93,90,4.9,US,1603262752
389,Upington,-28.45,21.26,62.6,21,30,12.75,ZA,1603262752
390,Sabha,27.04,14.43,69.15,62,56,13.51,LY,1603262752
391,Chifeng,42.27,118.96,48.07,44,0,15.37,CN,1603262485
392,Kuril'sk,45.23,147.88,46.47,59,0,5.12,RU,1603262753
393,Hong Kong,22.29,114.16,82.99,57,70,1.99,HK,1603262511
394,Magaria,13.0,8.91,84.67,17,0,6.2,NE,1603262753
395,Aswān,24.09,32.91,91.17,14,0,10.07,EG,1603262739
396,Mutsu,41.29,141.22,64.0,59,75,9.17,JP,1603262753
397,Stornoway,58.21,-6.39,48.2,93,75,33.33,GB,1603262753
398,San Juan,-31.54,-68.54,55.44,66,0,6.69,AR,1603262754
399,Waingapu,-9.66,120.26,87.13,60,1,9.8,ID,1603262754
400,Xichang,27.9,102.26,49.37,79,100,3.22,CN,1603262754
401,Luwuk,-0.95,122.79,85.14,60,13,8.08,ID,1603262754
402,Naica,27.85,-105.48,71.31,42,8,15.88,MX,1603262755
403,Galesong,-5.32,119.37,91.4,63,20,12.75,ID,1603262755
404,Chokwé,-24.53,32.98,72.79,65,100,14.14,MZ,1603262755
405,Quelimane,-17.88,36.89,86.0,66,40,10.29,MZ,1603262755
406,Iquique,-20.22,-70.14,64.4,68,90,2.13,CL,1603262502
407,Bairnsdale,-37.83,147.62,57.0,83,50,3.0,AU,1603262756
408,Bluefield,37.27,-81.22,60.8,63,1,3.98,US,1603262756
409,Raja,8.46,25.68,73.71,85,100,3.02,SS,1603262756
410,Arona,28.1,-16.68,72.0,68,20,3.36,ES,1603262756
411,Ust-Maya,60.42,134.53,24.3,98,100,3.58,RU,1603262756
412,Ust'-Ilimsk,58.0,102.66,33.87,92,100,6.44,RU,1603262757
413,Ulladulla,-35.35,150.47,71.6,60,93,11.41,AU,1603262485
414,Kirakira,-10.45,161.92,81.55,73,33,5.39,SB,1603262757
415,Goya,-29.14,-59.26,61.11,87,48,9.93,AR,1603262757
416,Karpathos,35.51,27.21,66.2,82,20,16.11,GR,1603262757
417,Hereford,52.06,-2.71,57.0,96,100,1.77,GB,1603262757
418,Gbarnga,7.0,-9.47,70.34,98,19,0.38,LR,1603262758
419,Broken Hill,-31.95,141.43,80.6,20,0,6.93,AU,1603262758
420,Port Macquarie,-31.43,152.92,71.6,56,8,13.87,AU,1603262758
421,Nioro,13.35,-15.75,76.01,97,100,5.28,GM,1603262758
422,Xam Nua,20.42,104.04,70.92,58,90,4.29,LA,1603262758
423,Vardø,70.37,31.11,30.2,86,96,13.87,NO,1603262758
424,Baykit,61.67,96.37,30.74,94,100,4.61,RU,1603262759
425,Chunskiy,56.08,99.63,37.24,93,100,6.49,RU,1603262759
426,Beyneu,45.32,55.2,56.53,49,100,13.42,KZ,1603262759
427,Gabú,12.28,-14.22,75.38,96,93,3.65,GW,1603262759
428,Chadan,51.28,91.58,44.28,53,100,4.32,RU,1603262759
429,Port-Cartier,50.03,-66.87,34.0,80,5,5.82,CA,1603262760
430,Meadow Lake,34.8,-106.54,59.0,19,1,3.36,US,1603262760
431,Cheremkhovo,53.16,103.07,38.95,71,100,7.36,RU,1603262760
432,Sola,-13.88,167.55,78.8,94,90,15.41,VU,1603262461
433,Otradnoye,59.78,30.82,32.0,88,90,4.47,RU,1603262760
434,Wonogiri,-7.81,110.93,87.8,70,40,6.67,ID,1603262760
435,Puerto Triunfo,5.87,-74.64,73.69,94,100,0.09,CO,1603262761
436,Patrocínio,-18.94,-46.99,64.99,100,86,4.23,BR,1603262761
437,Faanui,-16.48,-151.75,78.96,79,0,13.87,PF,1603262725
438,Morant Bay,17.88,-76.41,80.6,83,75,11.41,JM,1603262761
439,Vrangel',42.73,133.08,59.31,78,100,16.98,RU,1603262761
440,Charyshskoye,51.4,83.56,58.89,35,50,2.71,RU,1603262762
441,Gulfport,30.37,-89.09,73.4,83,1,4.7,US,1603262762
442,Plouzané,48.38,-4.62,57.2,100,100,6.93,FR,1603262762
443,Golpāyegān,33.45,50.29,67.82,17,0,3.13,IR,1603262762
444,Nassau,40.75,-73.58,62.01,96,85,2.53,US,1603262762
445,Alta Floresta,-9.88,-56.09,75.16,68,100,3.49,BR,1603262645
446,Salalah,17.02,54.09,87.8,62,0,5.82,OM,1603262721
447,Mezen',65.85,44.24,33.93,90,97,9.44,RU,1603262763
448,Longonjo,-12.91,15.25,64.4,93,75,6.93,AO,1603262763
449,Port Moresby,-9.44,147.18,82.4,78,75,17.22,PG,1603262763
450,Laje,-10.18,-40.97,65.7,81,82,6.91,BR,1603262763
451,Emerald,-23.53,148.17,87.8,43,83,12.75,AU,1603262763
452,Mareeba,-17.0,145.43,84.99,54,0,9.17,AU,1603262764
453,Tottori-shi,35.5,134.23,73.4,49,75,9.17,JP,1603262764
454,Khatassy,61.9,129.64,21.2,85,75,6.71,RU,1603262764
455,Maragogi,-9.01,-35.22,75.06,86,100,7.92,BR,1603262541
456,Kudat,6.88,116.85,89.6,59,20,13.87,MY,1603262672
457,Tongliao,43.61,122.27,51.3,41,0,17.05,CN,1603262764
458,Sri Aman,1.24,111.46,93.2,63,40,3.36,MY,1603262765
459,Oistins,13.07,-59.53,80.6,78,40,5.82,BB,1603262765
460,Aykhal,66.0,111.5,8.6,84,90,2.24,RU,1603262765
461,Caucayá,-0.19,-74.78,71.98,98,100,0.85,CO,1603262765
462,Tilichiki,60.47,166.1,37.71,99,100,7.76,RU,1603262766
463,Stepnyak,52.83,70.78,51.66,41,100,12.5,KZ,1603262766
464,Krutinka,56.01,71.51,46.38,74,99,6.04,RU,1603262766
465,Sørland,67.67,12.69,41.0,60,75,23.04,NO,1603262731
466,Aripuanã,-9.17,-60.63,72.72,90,100,1.59,BR,1603262766
467,Hombourg-Haut,49.12,6.77,57.2,54,20,12.75,FR,1603262766
468,Abhā,18.22,42.51,64.4,18,0,9.17,SA,1603262767
469,Zhigansk,66.77,123.37,18.36,97,100,2.93,RU,1603262767
470,Casablanca,33.59,-7.62,68.0,82,40,11.41,MA,1603262536
471,Voh,-20.97,164.7,74.75,70,92,4.14,NC,1603262767
472,Kiryat Gat,31.61,34.76,80.01,1,0,4.0,IL,1603262761
473,Margate,51.38,1.39,57.0,95,100,4.0,GB,1603262768
474,Kwang Binh,17.48,106.6,70.92,86,100,14.97,VN,1603262768
475,Bethel,41.37,-73.41,60.01,100,90,1.9,US,1603262768
476,Manado,1.49,124.85,91.4,59,20,6.93,ID,1603262768
477,Shenjiamen,29.96,122.3,65.03,84,100,18.79,CN,1603262768
478,Escanaba,45.75,-87.06,44.01,87,90,8.05,US,1603262769
479,Kabwe,-14.45,28.45,84.76,25,0,11.99,ZM,1603262769
480,Yuzawa,39.17,140.5,62.6,48,75,10.29,JP,1603262769
481,Bonavista,48.65,-53.11,56.64,86,100,19.3,CA,1603262769
482,Alice Springs,-23.7,133.88,91.4,24,75,20.8,AU,1603262584
483,Imbituba,-28.24,-48.67,71.6,94,75,3.36,BR,1603262566
484,Petropavlovsk-Kamchatskiy,53.05,158.65,42.8,38,0,24.61,RU,1603262770
485,Novi Sanzhary,49.34,34.31,47.1,67,100,7.34,UA,1603262770
486,Leninsk,48.71,45.2,41.0,54,0,11.18,RU,1603262770
487,Rāvar,31.27,56.81,75.67,13,0,5.91,IR,1603262770
488,Mitú,1.2,-70.17,71.94,96,100,1.45,CO,1603262604
489,Oodweyne,9.41,45.06,82.09,15,12,7.31,SO,1603262770
490,Nemuro,43.32,145.57,55.4,71,20,12.75,JP,1603262771
491,Waipawa,-41.41,175.52,57.2,67,0,24.16,NZ,1603262771
492,Verkhoyansk,67.54,133.38,7.93,89,100,2.04,RU,1603262503
493,Sladkovo,55.53,70.34,47.5,69,94,6.33,RU,1603262771
494,Hornepayne,49.21,-84.77,29.77,98,100,7.85,CA,1603262771
495,Ixtapa,20.7,-105.2,82.99,90,82,1.43,MX,1603262708
496,Cape Canaveral,28.41,-80.6,80.6,74,20,11.41,US,1603262772
497,Fortuna,40.6,-124.16,52.0,93,1,3.36,US,1603262772
498,Launceston,-41.45,147.17,62.01,55,100,4.7,AU,1603262772
499,Natal,-5.79,-35.21,73.4,94,75,4.7,BR,1603262761
500,Mayumba,-3.43,10.66,78.51,83,100,4.65,GA,1603262772
501,Bakchar,57.02,82.07,50.74,67,100,10.69,RU,1603262773
502,Smithers,54.78,-127.17,32.0,94,90,2.35,CA,1603262703
503,Chunian,30.96,73.98,95.34,9,0,1.88,PK,1603262650
504,Ji’an,27.12,114.98,67.48,69,85,10.83,CN,1603262773
505,Caravelas,-17.71,-39.25,71.55,96,96,2.71,BR,1603262773
506,Dinghaicun,26.28,119.79,75.2,69,90,13.42,CN,1603262773
507,Biu,10.61,12.19,77.04,59,0,3.8,NG,1603262774
508,Mascote,-15.56,-39.3,68.54,97,62,1.05,BR,1603262774
509,Yar-Sale,66.83,70.83,26.46,98,90,5.84,RU,1603262774
510,Codrington,-38.27,141.97,56.43,75,19,10.4,AU,1603262753
511,Olyka,50.72,25.81,44.01,80,100,4.47,UA,1603262774
512,Show Low,34.25,-110.03,51.8,23,1,6.93,US,1603262775
513,Nueva Santa Rosa,14.38,-90.28,64.0,82,98,9.17,GT,1603262775
514,Puerto Colombia,10.99,-74.95,77.0,94,40,3.36,CO,1603262775
515,Otane,-39.88,176.63,54.41,94,100,3.91,NZ,1603262775
516,Paita,-5.09,-81.11,63.46,83,100,8.5,PE,1603262775
517,Lavrentiya,65.58,-171.0,37.65,89,14,8.32,RU,1603262775
518,San Antonio,29.42,-98.49,73.4,83,40,9.17,US,1603262775
519,Zemio,5.03,25.14,76.19,87,100,3.27,CF,1603262776
520,Lishui,28.46,119.91,69.89,67,91,4.47,CN,1603262776
521,Mackenzie,55.3,-123.17,30.2,92,75,3.36,CA,1603262568
522,Rosa Zarate,0.33,-79.47,73.89,89,100,1.52,EC,1603262776
523,Jos,9.92,8.9,71.08,55,100,1.81,NG,1603262776
524,Kisangani,0.52,25.2,78.49,77,100,3.04,CD,1603262776
525,Kutum,14.2,24.67,81.28,15,16,21.21,SD,1603262777
526,Ingham,42.6,-84.38,51.8,93,90,13.87,US,1603262777
527,Kieta,-6.22,155.63,81.93,74,100,3.74,PG,1603262722
528,Toyooka,35.53,134.83,71.6,53,75,6.93,JP,1603262777
529,Port Keats,-14.25,129.55,88.18,56,4,12.35,AU,1603262501
530,Kautokeino,69.01,23.04,24.53,97,100,3.6,NO,1603262777
531,Pilar,-9.6,-35.96,71.6,94,75,3.36,BR,1603262778
532,Auki,-8.77,160.7,81.37,76,53,4.56,SB,1603262778
533,Komatipoort,-25.43,31.95,72.0,65,88,1.99,ZA,1603262778
534,Vostok,46.49,135.88,47.86,65,100,4.5,RU,1603262743
535,Borisoglebsk,51.37,42.08,37.0,82,0,13.13,RU,1603262778
536,Coyhaique,-45.58,-72.07,34.48,88,0,1.3,CL,1603262778
537,La Libertad,-2.23,-80.9,69.98,84,72,10.89,EC,1603262778
538,Byron Bay,-28.65,153.62,71.6,60,0,8.05,AU,1603262596
539,Bukama,-9.2,25.85,83.97,60,82,1.25,CD,1603262779
540,La Ronge,55.1,-105.28,23.0,79,90,3.36,CA,1603262779
541,Golyshmanovo,56.4,68.37,41.29,69,99,5.19,RU,1603262779
542,Wilmington Island,32.0,-80.97,73.99,88,40,4.7,US,1603262779
543,Värnamo,57.19,14.04,48.99,97,100,8.28,SE,1603262779
544,Harstad,68.8,16.53,32.0,87,76,20.8,NO,1603262780
545,Naples,40.83,14.25,62.01,76,0,3.36,IT,1603262780
546,Ranong,9.97,98.63,87.8,74,75,4.7,TH,1603262780
547,Oddur,4.12,43.89,79.07,69,60,9.22,SO,1603262780
548,Arzachena,41.08,9.39,44.6,100,0,1.12,IT,1603262780
549,Rassvet,46.83,40.75,49.96,49,0,5.23,RU,1603262780
550,Sfântu Gheorghe,45.87,25.78,43.45,63,100,1.61,RO,1603262551
551,Chimoré,-16.98,-65.13,71.73,93,100,0.49,BO,1603262781
552,Dromolaxia,34.88,33.59,82.4,37,20,2.24,CY,1603262697
553,Wanning,18.8,110.4,78.62,70,69,15.61,CN,1603262781
554,Bhaderwah,32.98,75.72,73.65,20,0,3.62,IN,1603262781
555,Toora-Khem,52.47,96.11,40.69,63,87,2.39,RU,1603262781
556,Cham,47.18,8.46,48.99,100,26,3.4,CH,1603262781
557,Longyearbyen,78.22,15.64,26.6,68,75,8.05,SJ,1603262782
558,Koulamoutou,-1.13,12.47,71.91,96,100,0.92,GA,1603262782
559,Mazagão,-0.12,-51.29,80.6,88,20,3.36,BR,1603262782
560,Portobelo,9.55,-79.65,78.8,94,40,4.7,PA,1603262782
561,Baie-Comeau,49.22,-68.15,32.0,88,1,6.93,CA,1603262782
562,Isangel,-19.55,169.27,78.8,78,75,9.17,VU,1603262782
563,Sur,22.57,59.53,85.73,38,0,11.72,OM,1603262783
564,Bilopillya,51.15,34.31,42.6,71,100,8.19,UA,1603262783
565,Sistranda,63.73,8.83,35.6,93,75,4.7,NO,1603262783
566,Sembakung,3.82,117.25,90.54,60,97,0.69,ID,1603262783
567,Nishihara,26.18,127.76,84.2,70,90,19.46,JP,1603262783
568,Shitanjing,39.23,106.34,55.58,32,0,17.49,CN,1603262783
569,Bulri,24.87,68.33,94.1,14,0,5.61,PK,1603262784
570,Koutsouras,35.03,25.95,70.0,61,2,11.01,GR,1603262784
